value_eth,is_new_recipient,interaction_count,gas_gwei,blacklist_hit,repeat_tx,label
0.28431952,0,4,1.159151725,0,0,1
749.9993040779159,1,3,0.377078153,0,0,1
0.105352,0,0,21.0,0,0,1
12.134848,1,0,23.697264639,0,1,1
0.907376981336791,1,4,0.322326307,0,1,1
185.07999497272388,0,4,0.321845711,0,0,1
28.107959,0,4,22.000001337,0,1,1
7.99392246,0,1,22.000001337,0,0,1
31.705930149971923,1,4,21.0,0,0,1
0.32084565,1,0,1.131874371,0,1,1
69.09987777930947,1,1,0.337906168,0,0,1
3.818,0,3,21.0,0,0,1
0.295,1,4,23.369866721,0,0,1
4.51184533,0,5,20.0,0,0,1
0.699993665371988,1,7,0.235533298,0,0,1
0.985594905119701,1,6,0.240604201,0,0,1
56.99908384,1,3,22.000001337,0,0,1
0.00235,1,6,1.110805676,0,0,1
1.0,0,0,20.0,0,0,1
0.005,1,6,30.5,0,0,1
9.32223959,0,3,22.000001337,0,0,1
0.0048,1,6,20.0,0,0,1
5.603476,0,7,30.0,0,0,1
0.14488717,0,5,1.184681819,0,0,1
0.4,0,7,20.887260762,0,0,1
0.01985,1,0,1.039586454,0,0,1
14.98792246,1,1,21.0,0,0,1
0.49785,1,5,1.134952427,0,0,1
7.99392246,1,4,22.000001337,0,1,1
49.99760374720192,1,0,22.000001337,0,1,1
18.69392246,0,5,50.0,0,0,1
0.05985,0,0,1.333253996,0,0,1
0.01,1,7,21.0,0,0,1
0.02676,1,1,1.287841094,0,0,1
0.5081702655570003,1,3,0.418083789,0,0,1
0.005,1,6,21.596799909,0,0,1
12.14392246,1,4,21.0,0,0,1
0.49061112,1,5,0.321927375,0,0,1
9.999559,1,5,22.000001337,0,0,1
8.86710631295517,1,7,0.240608391,0,1,1
14.49912859,1,3,0.43476765,0,1,1
8.94625246,0,7,22.000001337,0,1,1
23.069899,0,4,1.176751964,0,0,1
0.4999837453848227,1,7,0.288183858,0,0,1
23.98458,0,5,21.0,0,0,1
0.005,0,1,21.596799909,0,1,1
5.190517,1,5,25.0,0,0,1
2.495,1,7,21.157421146,0,0,1
0.25148763,1,1,21.0,0,0,1
0.2100003,1,6,1.052786862,0,0,1
0.495,1,0,20.40801424,0,1,1
0.0357445,1,6,20.815012353,0,0,1
18.7736328060679,0,6,0.254352718,0,0,1
3.827082,1,1,0.348392543,0,0,1
29.783259,0,5,22.000001337,0,0,1
299.09892246,0,0,21.0,0,0,1
1.595,1,4,21.0,0,0,1
0.03295,1,7,1.104689992,0,0,1
5.087876985191191,1,1,0.24507077,0,1,1
18.57538146,1,1,21.0,0,0,1
0.33985,1,3,1.17765594,0,0,1
0.01,1,2,20.0,0,0,1
3.949,1,0,20.0,0,0,1
0.505,0,3,21.0,0,0,1
69.33861919574203,1,2,0.43362083,0,1,1
0.00583454,1,0,1.071170151,0,0,1
0.8994,1,2,20.0,0,0,1
194.12605256,1,0,1.046711457,0,0,1
8.93950117,1,7,22.000001337,0,0,1
0.6176131540475506,1,7,0.450152997,0,0,1
1.0903735230631433,1,2,0.330598925,0,0,1
1220.999699556707,1,7,0.341590268,0,0,1
0.599994978172581,0,3,0.441464016,0,0,1
1.0001713485362296,1,7,0.294267018,0,0,1
0.00328515,1,1,1.043021416,0,0,1
0.5190130192119663,1,2,0.309081792,0,1,1
0.02977773,1,5,1.108734859,0,0,1
294.65217277,1,1,20.0,0,0,1
0.29985,1,6,1.179919032,0,1,1
0.812451328705299,0,3,0.242766032,0,0,1
9.68958,1,3,22.000001337,0,0,1
0.302408,1,3,22.0,0,0,1
14.70406756,0,6,21.0,0,1,1
0.5754129843704392,1,0,0.242126516,0,0,1
0.42166724,1,6,21.0,0,1,1
0.9268265414351028,1,6,0.230870737,0,1,1
24.9593595,0,6,22.000001337,0,0,1
0.965187854724067,1,7,0.322326307,0,0,1
0.596469972476457,1,6,0.249454777,0,0,1
11.81319544,1,4,22.000001337,0,0,1
0.5055438,1,3,1.107687314,0,0,1
30.09392246,1,3,22.000001337,0,0,1
0.0030154314705505,1,6,17.313799035,0,1,1
1901.0,1,3,1.044294149,0,0,1
0.001,1,4,20.012773603,0,0,1
1.44493248,1,0,20.0,0,0,1
5.555606161169152,1,2,0.458624863,0,0,1
0.05285,1,2,1.200415361,0,0,1
0.0201297,1,3,1.045245662,0,0,1
0.799993897897511,0,4,0.377078153,0,0,1
20.342783820392626,0,5,0.388031055,0,0,1
9.99892246,1,3,22.000001337,0,0,1
1.281442848358902,1,1,0.249216844,0,0,1
0.01666423,0,4,1.045393252,0,0,1
3.9497,0,0,20.0,0,0,1
5.84956474,0,6,20.0,0,0,1
0.679316243421552,1,6,0.298840711,0,0,1
0.803738836980196,1,1,0.372385933,0,0,1
1386.9999710091456,1,2,0.239863892,0,0,1
30.307,0,0,20.0,0,0,1
300.0,1,2,20.0,0,0,1
0.40712479,1,0,1.284285539,0,0,1
3.36619267,1,7,30.0,0,0,1
2.90681539,1,1,0.232520717,0,0,1
1.3141,1,5,21.0,0,0,1
0.09279043,0,4,1.050588031,0,0,1
0.526900913227204,0,1,0.249216844,0,1,1
0.1,0,6,20.0,0,0,1
29.999559,1,0,22.000001337,0,0,1
11.99392246,1,7,21.0,0,0,1
8.99392246,1,5,22.000001337,0,0,1
7.188,1,5,21.0,0,0,1
0.18268398,1,7,1.181301682,0,0,1
39.799559,1,3,22.000001337,0,0,1
12.612244,1,2,22.127224645,0,0,1
1.02985,1,1,1.038963642,0,0,1
1.2799,1,7,20.0,0,0,1
0.499152482064232,1,3,0.244287527,0,0,1
20.55505,1,6,1.095986973,0,0,1
0.0096402,1,2,1.044073698,0,0,1
0.995,1,7,20.0,0,1,1
4.98351852,0,6,50.0,0,0,1
7.23205335,1,2,22.000001337,0,0,1
1.031890842864764,1,3,0.516471891,0,0,1
22.19872627,1,6,20.0,0,1,1
9.191,1,1,21.0,0,0,1
9.9956089,0,0,22.000001337,0,0,1
5.50914663,1,2,27.72,0,0,1
1.500205497914925,0,4,0.377696364,0,0,1
0.0030515,1,1,1.110805676,0,1,1
0.05128938,1,2,1.213027167,0,0,1
0.676,1,7,0.321828952,0,0,1
0.1292,0,0,30.5,0,0,1
5.6931041,1,0,22.667583079,0,0,1
0.165,1,3,20.0,0,1,1
0.14985,1,0,1.041261656,0,0,1
5.345,1,0,20.012773603,0,0,1
33.52985,1,1,1.050277043,0,0,1
0.05064435,1,0,1.117169023,0,0,1
0.7609495850063832,1,6,0.300207963,0,1,1
29.41227094,0,0,22.000001337,0,0,1
7.17806186,0,4,22.000001337,0,0,1
2.761,1,5,20.0,0,0,1
14.62308476,1,5,22.127224645,0,0,1
24.99392246,1,5,22.127224645,0,0,1
37.99999208135878,1,2,0.43362083,0,0,1
0.5055438,1,7,1.107687314,0,0,1
17.80617258,1,0,21.0,0,1,1
0.495,0,0,20.0,0,0,1
9.92484006,0,6,22.000001337,0,0,1
0.5321695408030629,1,0,0.257021202,0,0,1
0.51834658,0,1,1.139921403,0,0,1
0.032452,1,1,1.041111254,0,0,1
27.74680653,1,0,22.000001337,0,0,1
0.583588348351705,1,0,0.249454777,0,0,1
2.61795,1,4,1.141035159,0,0,1
24.995,0,5,21.0,0,0,1
20.55505,0,0,1.095986973,0,1,1
3.499994809397282,1,7,0.246629989,0,1,1
19.999973485460515,0,0,0.238286072,0,0,1
19.999559,1,5,22.127224645,0,1,1
5.91525,1,6,21.0,0,0,1
0.55232464,1,4,1.146329436,0,1,1
149.99985,0,3,1.215335205,0,1,1
1.653755,1,0,20.0,0,0,1
1e-05,1,1,9.339381797,0,0,1
4.27201852,1,6,20.0,0,0,1
7.64779876,0,2,22.000001337,0,0,1
16.789510540404873,0,0,22.000001337,0,0,1
8.53649294,0,5,22.528622017,0,1,1
16.40194354,0,5,20.0,0,0,1
0.62188789,0,0,1.221864929,0,1,1
