value_eth,is_new_recipient,interaction_count,gas_gwei,blacklist_hit,repeat_tx,label
4.0029046040743195,1,1,20.0,1,0,1
0.8444657898786281,1,0,20.0,1,0,1
0.0661149943830316,1,1,20.0,1,0,1
5.0,1,1,32.4406867587027,1,0,1
5.0,1,1,20.0,1,0,1
5.0,1,1,29.819053436830018,1,0,1
0.020542891493370494,1,1,20.0,1,0,1
0.6769186577027302,1,0,20.0,1,0,1
0.9062265558837319,1,0,20.0,1,0,1
5.0,1,0,23.19521568631651,1,0,1
5.0,1,0,29.29269185241005,1,0,1
5.0,1,0,20.0,1,0,1
5.0,1,0,29.031908759163304,1,0,1
0.18987718859233896,1,0,20.0,1,0,1
0.8143133596905672,1,1,20.0,1,0,1
5.0,1,1,29.112073296478883,1,0,1
0.0655320427133514,1,1,20.0,1,0,1
0.0950205141797448,1,1,20.0,1,0,1
0.0047914606692639715,1,1,25.43967362470851,1,0,1
5.0,1,0,27.771487627277292,1,0,1
0.006740381200923411,1,1,20.0,1,0,1
0.1863257071708191,1,1,31.61800283464073,1,0,1
5.0,1,0,28.117430929517397,1,0,1
5.0,1,0,32.041394361364965,1,0,1
0.1737149747880324,1,0,29.844088907381554,1,0,1
0.0018810143419433327,1,0,22.47967660190833,1,0,1
0.7075009057213536,1,0,20.0,1,0,1
0.4770790342590828,1,1,20.0,1,0,1
5.0,1,0,20.0,1,0,1
0.029534887491246192,1,1,20.0,1,0,1
1.1648783864303742,1,1,20.0,1,0,1
0.17882184026439332,1,1,29.051964034886815,1,0,1
0.5648589072258975,1,0,55.65673147235087,1,0,1
0.005694356724869969,1,0,24.822895791483887,1,0,1
0.04388248250295459,1,0,20.0,1,0,1
1.8381604672437744,1,0,20.0,1,0,1
0.18524305081837023,1,1,20.0,1,0,1
1.3705334404507077,1,1,20.0,1,0,1
2.3844092781677326,1,0,25.953051607603996,1,0,1
5.0,1,0,32.87023356342844,1,0,1
0.33113844298942324,1,1,22.089007567726853,1,0,1
5.0,1,1,25.04395964788654,1,0,1
0.7134651629946408,1,1,20.0,1,0,1
1.377369114182716,1,1,20.0,1,0,1
0.005769136640012502,1,0,33.665802794559,1,0,1
5.0,1,0,20.0,1,0,1
0.007104482008125102,1,0,20.0,1,0,1
4.716235100901432,1,1,20.0,1,0,1
5.0,1,1,21.794776801503623,1,0,1
2.374433861492226,1,1,20.0,1,0,1
0.8665352423783889,1,1,24.680468954126756,1,0,1
0.16457131487998153,1,1,20.0,1,0,1
0.18895817263479137,1,0,25.252771247034143,1,0,1
5.0,1,0,20.0,1,0,1
0.0748903219574017,1,0,20.0,1,0,1
5.0,1,1,24.794181819197803,1,0,1
0.02641459625729289,1,0,20.0,1,0,1
0.9882246812616736,1,0,20.0,1,0,1
0.005497846428340762,1,0,20.0,1,0,1
0.2592946413475634,1,0,20.0,1,0,1
5.0,1,0,32.50137810052992,1,0,1
0.006938147993490435,1,1,28.9051787073561,1,0,1
3.0501983837370616,1,0,20.0,1,0,1
0.5832787722928805,1,1,20.0,1,0,1
0.4008915318608783,1,0,20.0,1,0,1
5.0,1,0,20.0,1,0,1
0.0024397572262034204,1,0,20.0,1,0,1
5.0,1,1,29.665209176219808,1,0,1
5.0,1,0,29.637926874297197,1,0,1
3.0786502235831654,1,1,20.0,1,0,1
5.0,1,0,24.951776124457382,1,0,1
5.0,1,1,29.900267722909742,1,0,1
0.0005,1,0,20.0,1,0,1
0.7646333039298465,1,0,20.0,1,0,1
0.14903479405510944,1,1,25.57289727637532,1,0,1
0.059529207764337885,1,0,20.0,1,0,1
5.0,1,1,26.425063323916802,1,0,1
5.0,1,1,29.00886245100784,1,0,1
0.009821728519527936,1,0,20.0,1,0,1
0.004991871754958307,1,1,20.0,1,0,1
0.008956120257314772,1,0,24.440321584030986,1,0,1
0.010825165679134314,1,0,20.0,1,0,1
4.474864222722889,1,1,20.0,1,0,1
5.0,1,0,20.0,1,0,1
5.0,1,0,20.0,1,0,1
5.0,1,1,29.468496970906187,1,0,1
5.0,1,1,30.989115592039955,1,0,1
0.08450178944905755,1,1,20.0,1,0,1
1.8521032623219758,1,0,20.0,1,0,1
5.0,1,1,24.857475194941934,1,0,1
5.0,1,0,30.211572999789038,1,0,1
0.6639379418390565,1,1,25.80086045049679,1,0,1
5.0,1,0,20.0,1,0,1
0.07395177654528237,1,1,20.0,1,0,1
5.0,1,1,20.0,1,0,1
5.0,1,1,20.0,1,0,1
5.0,1,1,33.28295059529008,1,0,1
0.013279001690988812,1,1,20.0,1,0,1
0.014578906266313876,1,0,20.0,1,0,1
0.5437046397927319,1,1,20.0,1,0,1
0.9293360514141416,1,0,20.0,1,0,1
5.0,1,0,23.3906202065545,1,0,1
0.6820485244547204,1,1,20.0,1,0,1
0.9606373316586987,1,0,20.0,1,0,1
1.0766260778447179,1,1,27.144430846488184,1,0,1
5.0,1,0,30.72735921144356,1,0,1
5.0,1,0,29.7971372326187,1,0,1
1.310685180250442,1,1,27.046372660671565,1,0,1
0.6254802901185981,1,1,20.0,1,0,1
5.0,1,0,22.860743489310362,1,0,1
5.0,1,1,27.206427264164546,1,0,1
0.7508613063909564,1,0,20.0,1,0,1
5.0,1,0,20.0,1,0,1
0.009106353154453498,1,1,21.82425086159553,1,0,1
5.0,1,1,22.832880728787963,1,0,1
5.0,1,1,30.660625616041436,1,0,1
1.0959160156034036,1,0,21.01165256490181,1,0,1
0.08014363126556312,1,1,24.247405162118827,1,0,1
5.0,1,0,20.0,1,0,1
0.8172418340017704,1,1,20.0,1,0,1
5.0,1,1,20.0,1,0,1
0.12047835464290012,1,0,20.0,1,0,1
0.2661325559553097,1,1,20.0,1,0,1
3.2317537705115074,1,0,20.0,1,0,1
5.0,1,0,21.167463611548868,1,0,1
0.121946941589853,1,1,20.0,1,0,1
5.0,1,1,20.0,1,0,1
0.015840802379829856,1,1,20.0,1,0,1
0.5431324352382949,1,0,20.0,1,0,1
5.0,1,0,24.088101708375152,1,0,1
5.0,1,1,28.59375955178014,1,0,1
5.0,1,0,20.0,1,0,1
0.15501850085382426,1,1,20.0,1,0,1
