value_eth,is_new_recipient,interaction_count,gas_gwei,blacklist_hit,repeat_tx,label
0.00288367,1,0,1.086297713,0,0,0
8.2495561201093,1,0,0.4032001,0,0,0
0.10985,1,1,1.041005266,0,0,0
3.3999837756479216,0,2,0.307077589,0,0,0
19.75833623,1,1,1.194266237,0,0,0
1.47167235,1,2,20.0,0,0,0
3.095,1,2,20.0,0,0,0
0.01186119,0,0,1.049323782,0,0,0
9.1830867,1,0,22.000001337,0,0,0
0.499992460827254,1,1,0.37890924,0,0,0
0.005,1,1,20.873010101,0,0,0
1.41244774,1,2,20.0,0,0,0
0.005,0,1,30.5,0,0,0
9.999559,1,2,22.000001337,0,0,0
1.389990403061404,1,2,0.299798668,0,0,0
2.8276,0,1,20.0,0,0,0
0.00193,1,1,1.046240873,0,0,0
0.18003147,0,0,30.0,0,0,0
0.5950372751347245,1,2,0.322326307,0,0,0
0.01,1,2,21.0,0,0,0
0.10985,0,2,1.041005266,0,0,0
8.99392246,0,0,22.000001337,0,0,0
29.98892246,1,0,22.000001337,0,0,0
13.98392246,1,2,22.127224645,0,0,0
0.702422490463667,0,1,0.262824488,0,0,0
0.005,1,1,21.596799909,0,0,0
9.99392246,1,1,22.000001337,0,0,0
27.99392246,1,1,22.000001337,0,0,0
2.10362202,1,1,21.0,0,0,0
499.9998837591218,1,0,0.262824488,0,0,0
0.14833,0,2,1.184147797,0,0,0
5.0,1,1,21.0,0,0,0
33.96344858,1,1,22.000001337,0,0,0
7.835,1,1,20.0,0,0,0
0.01,0,2,21.0,0,0,0
0.0554943,1,0,1.038871179,0,0,0
7.82592246,0,0,22.000001337,0,0,0
11.46392246,1,0,22.000001337,0,0,0
0.005,1,2,20.0,0,0,0
0.00555,0,0,1.042371836,0,0,0
8.98392246,1,0,22.000001337,0,0,0
7.08369826,0,2,22.000001337,0,0,0
2.489894390528364,1,0,0.242126516,0,0,0
0.599937028716276,1,1,0.458624863,0,0,0
1.045690109551758,1,1,0.321828952,0,0,0
10.40956218,0,1,21.0,0,0,0
